Title,Price,Street,Meters,Rooms,Toilets,Phone
Alquiler piso en gran via corts catalanes abrumador piso en la Dreta de l´Eixample en Barcelona,2.500 €,"Dreta de l´Eixample - Gran Via Corts Catalanes, 670",102 m2,3 hab.,3 baños,647807937
Alquiler apartamento en Poblenou Barcelona,3.750 €,Poblenou - Passeig Calvell,75 m2,2 hab.,2 baños,931309307
Alquiler apartamento  de 2 habitaciones con oficina en eixample en Barcelona,2.100 €,L´Antiga Esquerra de l´Eixample - Carrer de Còrsega,76 m2,2 hab.,1 baño,623119277
Alquiler piso exclusivo piso de diseño en el barrio gótico en Barcelona,4.800 €,Gòtic - Carrer del Misser Ferrer,150 m2,3 hab.,2 baños,935154444
Alquiler piso en Sant Antoni Barcelona,760 €,Sant Antoni - Gran Via de les Corts Catalanes,41 m2,1 hab.,1 baño,933429530
Alquiler piso elegante piso en pedtralbes en Pedralbes Barcelona,5.866 €,Pedralbes,220 m2,4 hab.,4 baños,935154444
Alquiler piso  modernista en el corazón en Dreta de l´Eixample Barcelona,2.500 €,Dreta de l´Eixample,128 m2,3 hab.,2 baños,935154444
Alquiler piso magnífico piso amueblado en eixample en Barcelona,3.900 €,Dreta de l´Eixample,51 m2,1 hab.,1 baño,935154444
Alquiler piso hermoso piso en primera línea de mar en Barcelona,2.790 €,St. Pere - Sta. Caterina - El Born - Avinguda del Marquès de l'Argentera,33 m2,1 hab.,1 baño,935154444
Alquiler apartamento en carrer cerdà 9 apartamento diseño reformado a estrenar en san andres (para una persona) en Barcelona,950 €,Sant Andreu de Palomar - Carrer Cerdà 9,30 m2,1 hab.,1 baño,934875151
"Alquiler casa adosada maison à deux étages avec 3 chambres plus un bureau avec une mezzanine de 105m2 construits, elle est distribuée par le premier éta en Barcelona",1.600 €,La Font d´en Fargues,95 m2,3 hab.,1 baño,932045520
Alquiler casa adosada casa de alquiler con vistas al mar en Barcelona,3.600 €,Sarrià,172 m2,3 hab.,2 baños,935154444
"Alquiler apartamento gran , centric i moblat en Sant Gervasi - Galvany Barcelona",1.880 €,Sant Gervasi - Galvany - Carrer del Rector Ubach,90 m2,3 hab.,2 baños,617679084
Alquiler piso en Sant Gervasi - Galvany Barcelona,3.350 €,Sant Gervasi - Galvany - Carrer de Balmes,191 m2,3 hab.,3 baños,637086574
Alquiler piso  a estrenar con vistas al mar en Barcelona,3.300 €,Diagonal Mar i el Front Marítim del Poblenou,110 m2,4 hab.,2 baños,935154444
Alquiler piso  con grandes vistas en rambla catalunya en Barcelona,5.000 €,Dreta de l´Eixample,150 m2,4 hab.,3 baños,935154444
Alquiler piso apartamento temporal amueblado a lado del port vell en Barcelona,2.250 €,Gòtic,143 m2,2 hab.,1 baño,935154444
Alquiler piso  amueblado eixample temporal en Barcelona,4.200 €,Dreta de l´Eixample,88 m2,2 hab.,2 baños,932020222
"Alquiler piso acogedor, en bonanova en Sant Gervasi - Bonanova Barcelona",2.600 €,Sant Gervasi - Bonanova,91 m2,2 hab.,2 baños,932020222
Alquiler piso estupendo piso amueblado en Poblenou centro en Barcelona,2.500 €,Poblenou,115 m2,4 hab.,2 baños,935154444
Alquiler piso  en alquiler temporal frente a la sagrada familia en Barcelona,2.250 €,Sagrada Família,70 m2,2 hab.,1 baño,934815032
Alquiler piso exclusivo piso con terraza de 70 m2 a 500m de la sagrada familia en Barcelona,2.500 €,Sagrada Família - Carrer de Cartagena,70 m2,2 hab.,2 baños,936111180
Alquiler piso en carrer de l'avenir 49 piso reformado con 4 habitaciones exteriores en Barcelona,2.450 €,Sant Gervasi - Galvany - Carrer de l'Avenir 49,148 m2,4 hab.,2 baños,934870631
Alquiler piso en carrer salvador espriu exquisito loft en planta baja: vivienda y estudio en Barcelona,2.750 €,"La Vila Olímpica del Poblenou - Carrer Salvador Espriu, 89",163 m2,3 hab.,3 baños,670509039
Alquiler piso en carrer arago piso cerca de sagrada familia en Barcelona,1.560 €,"Fort Pienc - Carrer Arago, 412",95 m2,3 hab.,2 baños,679621115
Alquiler piso temporal - amplio y encantador piso en el barrio gótico disponible 1 de julio /24 en Barcelona,2.600 €,Gòtic,175 m2,4 hab.,2 baños,935154444
Alquiler piso maravilloso piso amueblado con gran terraza en Barcelona,8.100 €,Dreta de l´Eixample,128 m2,2 hab.,2 baños,935154444
Alquiler casa  con piscina privada para alquiler temporal o largo plazo en Barcelona,15.000 €,Sarrià - Sauc,480 m2,6 hab.,7 baños,934144843
Alquiler ático  c de trafalgar en St. Pere - Sta. Caterina - El Born Barcelona,4.495 €,St. Pere - Sta. Caterina - El Born - de Trafalgar,225 m2,5 hab.,3 baños,919377576
Alquiler piso precioso piso recién reformada y muy amplio!! en Barcelona,1.300 €,Raval,65 m2,2 hab.,2 baños,931867356
Alquiler piso estupendos pisos de obra nueva en Raval Barcelona,2.000 €,Raval - Passatge de Gutenberg,70 m2,2 hab.,1 baño,935154444
Alquiler piso obra nueva en laforja en Sant Gervasi - Galvany Barcelona,2.500 €,Sant Gervasi - Galvany,79 m2,3 hab.,2 baños,931549706
Alquiler piso obra nueva en laforja en Sant Gervasi - Galvany Barcelona,2.650 €,Sant Gervasi - Galvany,79 m2,3 hab.,2 baños,931549706
Alquiler piso obra nueva en laforja en Sant Gervasi - Galvany Barcelona,2.800 €,Sant Gervasi - Galvany,79 m2,3 hab.,2 baños,931549706
Alquiler casa adosada fantástica casa con jardín y terraza en gracia en Barcelona,4.500 €,Vila de Gràcia,120 m2,4 hab.,3 baños,935154444
Alquiler ático penthouse spectaculaire avec terrasse dans l'eixample en Barcelona,5.000 €,Dreta de l´Eixample,51 m2,1 hab.,1 baño,932020222
Alquiler piso obra nueva en l'hospitalet de llobregat en Hospitalet de Llobregat (L´),1.200 €,Centre,72 m2,2 hab.,2 baños,931549706
Alquiler piso obra nueva en l'hospitalet de llobregat en Hospitalet de Llobregat (L´),1.250 €,Centre,72 m2,2 hab.,2 baños,931549706
Alquiler piso obra nueva en l'hospitalet de llobregat en Hospitalet de Llobregat (L´),1.500 €,Centre,72 m2,2 hab.,2 baños,931549706
Alquiler piso obra nueva en laforja en Sant Gervasi - Galvany Barcelona,2.350 €,Sant Gervasi - Galvany,79 m2,3 hab.,2 baños,931549706
Alquiler piso fantastico piso en calle deu i mata en Barcelona,1.600 €,Barri de les Corts,73 m2,3 hab.,1 baño,934907901
"Alquiler piso  en alquiler temporal en eixample esquerra, en Barcelona",1.800 €,La Nova Esquerra de l´Eixample,95 m2,3 hab.,1 baño,661604034
Alquiler apartamento piso de alquiler temporal en gracia con terraza en Barcelona,4.200 €,Vila de Gràcia,80 m2,2 hab.,2 baños,935154444
Alquiler piso en Sant Ramon - Maternitat Barcelona,1.850 €,Sant Ramon - Maternitat - Carrer de Mejía Lequerica,106 m2,4 hab.,1 baño,932126766
Alquiler ático  amueblado con terraza para alquiler temporal en el eixample en Barcelona,4.000 €,Dreta de l´Eixample,55 m2,1 hab.,1 baño,932020222
Alquiler ático penthouse temporaire sur le paseo de gracia en Barcelona,2.230 €,Dreta de l´Eixample,40 m2,1 hab.,1 baño,932020222
Alquiler apartamento en St. Pere - Sta. Caterina - El Born Barcelona,2.500 €,St. Pere - Sta. Caterina - El Born - Carrer dels Flassaders,120 m2,1 hab.,1 baño,931309307
Alquiler piso  c de trafalgar en St. Pere - Sta. Caterina - El Born Barcelona,2.795 €,St. Pere - Sta. Caterina - El Born - de Trafalgar,200 m2,4 hab.,2 baños,919377576
Alquiler dúplex  con piscina y parking en Poblenou en Barcelona,2.475 €,Poblenou - Avinguda Diagonal,113 m2,2 hab.,3 baños,935154444
"Alquiler piso  ideal para compartor, sobre calle paris en Barcelona",2.300 €,La Nova Esquerra de l´Eixample,90 m2,3 hab.,2 baños,935154444
Alquiler piso fantástico dúplex con terraza en El Camp d´en Grassot i Gràcia Nova Barcelona,4.500 €,El Camp d´en Grassot i Gràcia Nova,90 m2,1 hab.,2 baños,932020222
Alquiler piso  reformado 3 habitaciones en Barri de les Corts Barcelona,1.900 €,Barri de les Corts - Plaça del Doctor Ignasi Barraquer,85 m2,3 hab.,1 baño,934942579
Alquiler piso alquiler temporada av. república argentina en Barcelona,2.000 €,Putget - Farró - Avinguda de la República Argentina,70 m2,3 hab.,1 baño,626390263
Alquiler dúplex luminoso duplex amueblado en sants motjuich de alquiler temporal en Barcelona,1.800 €,La Marina del Port,85 m2,3 hab.,2 baños,935154444
Alquiler piso precioso atico en la Barceloneta en Barcelona,1.000 €,Barceloneta - Carrer de Sant Miquel,35 m2,1 hab.,1 baño,935154444
Alquiler piso precioso apartamento equipado al lado del mercat de sant antoni en Barcelona,2.300 €,Raval,60 m2,1 hab.,1 baño,935154444
Alquiler piso en girona gran piso en centro en Dreta de l´Eixample Barcelona,3.000 €,"Dreta de l´Eixample - GIRONA,",236 m2,7 hab.,2 baños,683265656
Alquiler piso  temporal de 2 habitaciones recien refomado en Barcelona,2.450 €,Gòtic,81 m2,2 hab.,2 baños,935154444
"Alquiler piso amplio y luminoso piso con terraza en alquiler en el eixample, en Barcelona",2.100 €,Dreta de l´Eixample - Carrer de Trafalgar,92 m2,3 hab.,2 baños,644096902
Alquiler chalet  c felip ii pontons en La Sagrera Barcelona,950 €,La Sagrera - Felip II,150 m2,4 hab.,2 baños,919377576
Alquiler piso una habitacion doble muy luminoso en Barcelona,995 €,Gòtic - Carrer de Petritxol,49 m2,1 hab.,1 baño,934675267
Alquiler ático aticotriplex en sarriá en Sarrià Barcelona,4.300 €,Sarrià - duquessa d'orleans,188 m2,4 hab.,4 baños,931987863
Alquiler piso precioso y moderno apartamento en poble sec en Barcelona,1.600 €,El Poble Sec - Parc de Montjuïc - Carrer de Blai,58 m2,2 hab.,2 baños,935154444
Alquiler piso  cerca del parque de la ciutadella en Barcelona,1.244 €,El Parc i la Llacuna del Poblenou,67 m2,2 hab.,2 baños,931549706
Alquiler piso casa en alquiler unifamiliar con jardin privado en Pedralbes en Barcelona,7.500 €,Pedralbes - Passeig dels Til·lers,360 m2,4 hab.,4 baños,930191966
Alquiler piso impresionante piso en alquiler cerca de las ramblas en Barcelona,1.200 €,Raval - Carrer de l'Hospital,70 m2,2 hab.,1 baño,934675267
Alquiler piso bombonera de planta baja en Can Baró Barcelona,840 €,Can Baró - Carrer de Jaume Puigvert,60 m2,2 hab.,1 baño,607451449
Alquiler piso amplio piso temporal en av. rius i taulet montjuic en Barcelona,2.300 €,El Poble Sec - Parc de Montjuïc - Avinguda Rius i Taulet,106 m2,3 hab.,2 baños,935154444
Alquiler piso en Gòtic Barcelona,2.000 €,Gòtic - Via Laietana,130 m2,2 hab.,1 baño,656614114
Alquiler piso en carrer ignasi iglesias apartamento en el centro de en Badalona,1.500 €,"Carrer Ignasi Iglesias, 3",75 m2,2 hab.,2 baños,648539429
Alquiler piso  amueblado eixample temporal en Barcelona,4.000 €,Dreta de l´Eixample,81 m2,2 hab.,2 baños,932020222
Alquiler piso  en alquiler de 1 habitación amueblado en el gótico en Barcelona,1.250 €,Gòtic - Portaferrissa,63 m2,1 hab.,1 baño,930191966
Alquiler casa  en alquiler amueblada en la rabassada en Barcelona,1.900 €,Vallcarca - Penitents - Carretera de l' Arrabassada,366 m2,5 hab.,1 baño,930191966
Alquiler piso ático con solarium y vistas espectaculares en Barcelona,6.000 €,Diagonal Mar i el Front Marítim del Poblenou - LLULL,170 m2,3 hab.,3 baños,933560872
"Alquiler piso nova esquerra de l eixample, 4 habitaciones, 2 baños, totalmente amueblado y equipado en Barcelona",1.990 €,Sant Antoni - Carrer de Rocafort,115 m2,4 hab.,2 baños,936404292
"Alquiler ático increible atico con vistas al tibidabo, totalmente equipado y amueblado, con 2 habitaciones dobles, 2 baños, terraza de en Barcelona",3.000 €,Dreta de l´Eixample - Carrer del Bruc,80 m2,2 hab.,2 baños,936404292
"Alquiler piso  de 107 m2 en les corts con 4 habitaciones, 1 baño, balcón, cocina. equipado y amueblado. en Barcelona",1.850 €,Sant Ramon - Maternitat - Carrer de Mejía Lequerica,107 m2,4 hab.,1 baño,936404292
Alquiler piso en carrer de muntaner 522 en Sant Gervasi - Bonanova Barcelona,2.400 €,Sant Gervasi - Bonanova - Carrer de Muntaner 522,179 m2,3 hab.,2 baños,653231464
Alquiler apartamento piso de alquiler temporal en gracia con terraza en Barcelona,5.714 €,Vila de Gràcia,80 m2,3 hab.,2 baños,935154444
Alquiler piso fabuloso atico con 25m² de terraza muy soleado delante de Sants estacion en Barcelona,1.800 €,Sants,82 m2,3 hab.,2 baños,934907901
"Alquiler ático  de 165m2 de 2 habitaciones dobles. 2 baños completos., terraza de 80m2. muy luminoso.amueblado. en Barcelona",1.900 €,Putget - Farró - de la costa,165 m2,2 hab.,2 baños,936404292
"Alquiler piso  de 48m2 en sant peresanta caterinala ribera muy luminoso, con balcón, 1 habitación doble y 1 baño en Barcelona",1.250 €,St. Pere - Sta. Caterina - El Born - HOSTAL DE SANT ANTONI,48 m2,1 hab.,1 baño,936404292
Alquiler apartamento  2 habitaciones en sant gervasi en Barcelona,1.850 €,Sant Gervasi - Bonanova - Carrer de Muntaner,53 m2,2 hab.,1 baño,623119277
"Alquiler apartamento oficinas plug & play en el eixample derecho, con mucha luz natural y amueblada. en Barcelona",4.500 €,Dreta de l´Eixample,238 m2,3 hab.,2 baños,935154444
Alquiler piso magnífico piso temporal en eixample en Barcelona,2.250 €,L´Antiga Esquerra de l´Eixample,110 m2,3 hab.,2 baños,935154444
Alquiler piso precioso piso en la rambla en Raval Barcelona,2.900 €,Raval,87 m2,3 hab.,1 baño,935154444
"Alquiler piso exclusivo piso, con vistas al puerto en Barcelona",2.800 €,Gòtic,99 m2,2 hab.,2 baños,935154444
"Alquiler piso vivienda de 100 m en leixample, con 2 habitaciones , 2 baños completos , cocina equipada y terraza en Barcelona",2.100 €,Sant Antoni - Ronda de Sant Antoni,99 m2,2 hab.,2 baños,936404292
Alquiler piso exclusivo piso en edificio de lujo de diagonal-francesc macià en Barcelona,3.500 €,Sant Gervasi - Galvany,129 m2,3 hab.,2 baños,933621869
"Alquiler piso luminoso piso de 52m2 en ciutat vella con balcón, 1 habitación doble y un baño completo. amueblado en Barcelona",990 €,Raval - Carrer de Guàrdia,52 m2,1 hab.,1 baño,936404292
"Alquiler piso  de 73 m en santa caterina la ribera, de 3 habitaciones, 2 baños, cocina equipada. salón comedor. en Barcelona",1.600 €,St. Pere - Sta. Caterina - El Born - Pujades,73 m2,3 hab.,2 baños,936404292
Alquiler piso estudio/loft funcional listo para entrar a vivir en el centro en Barcelona,1.500 €,Raval - Carrer de Torres i Amat,50 m2,1 baño,"30,00 €/m2",935154444
Alquiler piso estudio/loft funcional listo para entrar a vivir en el centro en Barcelona,1.500 €,Raval - Carrer de Torres i Amat,50 m2,1 baño,"30,00 €/m2",935154444
Alquiler piso elegante piso de 3 habitaciones en eixample en Barcelona,4.700 €,Dreta de l´Eixample - Carrer de València,110 m2,3 hab.,2 baños,935154444
Alquiler piso  con vistas al mar en Besòs - Maresme Barcelona,4.900 €,Besòs - Maresme - Plaça de Llevant,80 m2,1 hab.,1 baño,654914575
Alquiler piso bonito piso en alquiler sarria en Sarrià Barcelona,2.790 €,Sarrià - Carrer de Francesc Carbonell,188 m2,4 hab.,3 baños,670501198
"Alquiler piso  de 69m2 en sant martí, dispone de 3 habitaciones. baño completo y cocina equipada. amueblado en Barcelona",1.375 €,El Parc i la Llacuna del Poblenou - Carrer de Pamplona,69 m2,3 hab.,1 baño,936404292
Alquiler apartamento en Sant Gervasi - Galvany Barcelona,4.800 €,Sant Gervasi - Galvany,220 m2,4 hab.,3 baños,934145082
Alquiler piso en gran via de les corts catalanes 165 impresionante piso sin amueblar con piscina en la dreta del eixample en Barcelona,2.100 €,Fort Pienc - Gran Via de les Corts Catalanes 165,139 m2,3 hab.,3 baños,932131850
Alquiler piso  en alquiler en el barri Gòtic en Barcelona,1.125 €,Gòtic - Escudellers Blanch,60 m2,1 hab.,1 baño,936404292
Alquiler piso alquiler de piso en sarrià-sant gervasi en Barcelona,1.300 €,Putget - Farró,80 m2,3 hab.,1 baño,938348202
Alquiler piso encantador piso amueblado junto barceloneta en Barcelona,2.000 €,St. Pere - Sta. Caterina - El Born - Carrer del Doctor Aiguader,63 m2,1 hab.,1 baño,935154444
Alquiler piso estiloso piso en calle diputacio en Barcelona,4.900 €,L´Antiga Esquerra de l´Eixample,124 m2,2 hab.,3 baños,935154444
Alquiler piso exclusivo piso en paseo de gracia en Barcelona,6.100 €,Dreta de l´Eixample,256 m2,3 hab.,3 baños,935154444
Alquiler apartamento espectacular piso tipo estudio cerca del hospital clínic y estación de sants en Barcelona,1.400 €,La Nova Esquerra de l´Eixample - ROSSELLO,65 m2,1 hab.,1 baño,932376161
Alquiler piso reformado y equipado en Sant Antoni en Barcelona,1.400 €,Sant Antoni - de Viladomat,74 m2,2 hab.,1 baño,934558535
"Alquiler apartamento moderno, céntrico, piscina en Barcelona",1.600 €,Raval - Carrer dels Salvador,70 m2,2 hab.,2 baños,617679084
"Alquiler ático lujo: ático con terraza de 50m2, alquiler temporal, en eixample dret en Barcelona",8.000 €,Fort Pienc - Passeig de Sant Joan,125 m2,1 hab.,1 baño,644096902
Alquiler dúplex vivienda en finca regia reformada en paseo de gracia en Barcelona,4.500 €,Dreta de l´Eixample - Passeig de Gràcia,146 m2,3 hab.,2 baños,644096902
Alquiler piso  de alquiler en passeig colom-ciutat vella en Barcelona,3.700 €,Gòtic - Passeig de Colom,90 m2,2 hab.,2 baños,644096902
"Alquiler piso  en alquiler , con 165 m2, 3 habitaciones y 2 baños, ascensor, amueblado, aire acondicionado y calefacción central en Barcelona",4.990 €,Dreta de l´Eixample - Rambla de Catalunya,165 m2,3 hab.,2 baños,644096902
"Alquiler piso  en alquiler , con 66 m2, 1 habitaciones y 1 baños, ascensor, amueblado, aire acondicionado y calefacción eléctric en Barcelona",2.995 €,Dreta de l´Eixample - Rambla de Catalunya,66 m2,1 hab.,1 baño,644096902
"Alquiler piso lujo: vivienda en alquiler de larga estancia, en tercero real, en finca catalogada, en quadrat d'or. en Barcelona",13.000 €,Dreta de l´Eixample - Carrer de Casp,258 m2,5 hab.,5 baños,644096902
Alquiler piso  con vistas al mar en Besòs - Maresme Barcelona,6.200 €,Besòs - Maresme - Plaça de Llevant,140 m2,2 hab.,2 baños,654914575
Alquiler piso soleado y tranquilo en Sant Antoni Barcelona,2.300 €,Sant Antoni - Carrer de Viladomat,80 m2,3 hab.,1 baño,659300274
"Alquiler piso maravilloso piso amueblado en alquiler de temporada en la calle còrcega, camp d’en grassot i gràcia nova. en Barcelona",1.700 €,El Camp d´en Grassot i Gràcia Nova - Carrer de Còrsega,96 m2,3 hab.,2 baños,934766252
"Alquiler piso maravilloso piso en alquiler en la calle aribau, sant gervasi – galvany. en Barcelona",1.700 €,Sant Gervasi - Galvany - Carrer d'Aribau,129 m2,4 hab.,2 baños,934766252
